host,login_prompt_found,login_prompt,error
137.132.230.251,False,,TimeoutError
137.132.130.222,False,,TimeoutError
14.249.20.95,False,,TimeoutError
137.132.216.30,False,,TimeoutError
137.132.28.175,False,,TimeoutError
137.132.253.29,False,,TimeoutError
137.132.38.11,False,,TimeoutError
110.49.71.173,False,,TimeoutError
102.71.253.136,False,,TimeoutError
102.71.95.132,False,,TimeoutError
102.71.41.197,False,,TimeoutError
102.71.226.89,False,,TimeoutError
102.71.62.125,False,,TimeoutError
102.70.120.37,False,,TimeoutError
102.71.97.223,False,,TimeoutError
102.70.171.26,False,,TimeoutError
102.71.186.76,False,,TimeoutError
102.70.178.65,False,,TimeoutError
102.71.21.10,False,,TimeoutError
102.71.200.4,False,,TimeoutError
102.71.177.243,False,,TimeoutError
120.119.103.196,False,,TimeoutError
120.119.32.239,False,,TimeoutError
103.159.219.146,False,,TimeoutError
107.163.30.157,False,,TimeoutError
212.38.240.206,False,,ERR:[Errno 104] Connection reset by peer
186.128.31.248,True,(none) login:,
194.54.163.37,True,Router_Asus login: Router_Asus login:,
195.43.142.148,True,Login: Password:,
141.219.107.24,False,,TimeoutError
197.15.221.66,False,,ERR:[Errno 104] Connection reset by peer
141.219.203.216,False,,TimeoutError
187.61.195.211,True,PX3321-T1 login:,
212.75.166.4,False,,ERR:[Errno 104] Connection reset by peer
212.76.103.160,False,,
142.111.187.219,False,,TimeoutError
207.237.42.164,True,Please keyin your password:,
212.76.106.70,False,,
217.170.219.17,False,,ERR:[Errno 104] Connection reset by peer
199.15.125.232,False,,ERR:[Errno 104] Connection reset by peer
140.114.181.254,False,,TimeoutError
188.235.155.251,True,Login:,
213.188.196.114,False,,ERR:[Errno 104] Connection reset by peer
122.15.246.121,False,,TimeoutError
197.15.99.226,False,,
197.25.186.210,False,,
202.21.115.6,True,"Password required, but none set",
147.127.203.113,False,,TimeoutError
34.102.219.201,False,,
34.110.232.226,False,,ERR:[Errno 104] Connection reset by peer
34.110.245.66,False,,ERR:[Errno 104] Connection reset by peer
34.111.18.170,False,,ERR:[Errno 104] Connection reset by peer
213.178.235.81,True,Username:,
147.127.234.213,False,,TimeoutError
206.214.34.236,False,,ERR:[Errno 104] Connection reset by peer
34.117.232.119,False,,
190.138.62.242,False,,
34.117.247.214,False,,
34.120.178.212,False,,ERR:[Errno 104] Connection reset by peer
34.13.115.162,False,,
206.214.35.81,True,Username:,
34.120.219.2,False,,ERR:[Errno 104] Connection reset by peer
34.144.225.160,False,,
34.149.115.52,False,,ERR:[Errno 104] Connection reset by peer
34.149.37.61,False,,ERR:[Errno 104] Connection reset by peer
147.127.29.244,False,,TimeoutError
34.160.152.58,False,,
34.149.52.138,False,,ERR:[Errno 104] Connection reset by peer
34.160.181.177,False,,ERR:[Errno 104] Connection reset by peer
34.36.167.106,False,,ERR:[Errno 104] Connection reset by peer
34.36.210.162,False,,ERR:[Errno 104] Connection reset by peer
34.36.248.4,False,,ERR:[Errno 104] Connection reset by peer
34.36.5.212,False,,ERR:[Errno 104] Connection reset by peer
144.123.23.148,False,,TimeoutError
34.36.82.212,False,,ERR:[Errno 104] Connection reset by peer
34.36.91.212,False,,ERR:[Errno 104] Connection reset by peer
202.148.28.14,False,,
196.216.10.227,True,Password:,
34.49.101.219,False,,ERR:[Errno 104] Connection reset by peer
34.43.102.117,False,,ERR:[Errno 104] Connection reset by peer
34.43.12.209,False,,
34.43.152.105,False,,ERR:[Errno 104] Connection reset by peer
34.43.157.6,False,,
34.49.122.194,False,,
190.95.10.180,True,Password:,
34.49.149.62,False,,ERR:[Errno 104] Connection reset by peer
34.43.25.10,False,,
34.43.254.77,False,,
201.103.196.63,False,,ERR:[Errno 104] Connection reset by peer
34.49.42.20,False,,ERR:[Errno 104] Connection reset by peer
34.43.78.45,False,,ERR:[Errno 104] Connection reset by peer
213.6.86.138,True,NM003_HI3536C_036C login:,
34.49.66.86,False,,
34.54.151.35,False,,
34.54.163.36,False,,ERR:[Errno 104] Connection reset by peer
34.54.27.195,False,,ERR:[Errno 104] Connection reset by peer
34.8.126.7,False,,ERR:[Errno 104] Connection reset by peer
34.8.175.165,False,,ERR:[Errno 104] Connection reset by peer
34.8.222.182,False,,
34.95.83.145,False,,ERR:[Errno 104] Connection reset by peer
34.95.99.163,False,,ERR:[Errno 104] Connection reset by peer
34.98.83.4,False,,ERR:[Errno 104] Connection reset by peer
35.186.253.26,False,,
35.201.61.106,False,,ERR:[Errno 104] Connection reset by peer
35.241.22.207,False,,
35.227.199.159,False,,ERR:[Errno 104] Connection reset by peer
35.244.131.148,False,,ERR:[Errno 104] Connection reset by peer
191.195.111.149,False,,
209.131.252.152,True,JiaSong login:,
31.44.141.148,False,,
115.196.28.162,False,,TimeoutError
37.17.38.1,True,UserName:,
37.8.250.222,False,,ERR:[Errno 104] Connection reset by peer
149.152.51.156,False,,TimeoutError
31.25.137.203,False,,
216.47.36.6,False,,ERR:[Errno 104] Connection reset by peer
209.225.129.68,False,,
43.175.228.228,False,,
43.175.235.48,False,,
43.175.249.149,False,,
43.175.250.172,False,,
37.232.104.62,True,tc login: tc login:,
151.102.204.15,False,,TimeoutError
151.102.54.114,False,,TimeoutError
222.127.137.225,True,Username:,
216.184.44.7,True,Login: Password:,
45.250.153.181,False,,ERR:[Errno 104] Connection reset by peer
200.146.214.130,True,Username:,
158.190.195.201,False,,TimeoutError
49.238.237.195,False,,ERR:[Errno 104] Connection reset by peer
16.63.167.22,False,,TimeoutError
183.162.202.39,True,login:,
5.16.92.160,False,,ERR:[Errno 104] Connection reset by peer
41.225.143.203,False,,
154.53.36.25,False,,
5.196.119.130,False,,ERR:[Errno 104] Connection reset by peer
36.93.78.110,False,,ERR:[Errno 104] Connection reset by peer
41.225.137.206,False,,
14.160.32.121,False,,TimeoutError
46.164.251.131,False,,ERR:[Errno 104] Connection reset by peer
41.65.119.65,True,Username:,
201.251.37.202,True,Login: Password:,
38.249.154.134,False,,ERR:[Errno 104] Connection reset by peer
38.249.154.181,False,,ERR:[Errno 104] Connection reset by peer
5.2.39.130,False,,
45.166.93.146,False,,ERR:[Errno 104] Connection reset by peer
219.88.69.232,False,,ERR:[Errno 104] Connection reset by peer
27.32.252.57,False,,ERR:[Errno 104] Connection reset by peer
38.249.80.180,False,,ERR:[Errno 104] Connection reset by peer
62.162.24.238,True,Username:,
161.238.236.93,False,,TimeoutError
62.110.40.232,False,,ERR:[Errno 104] Connection reset by peer
64.137.111.15,False,,ERR:[Errno 104] Connection reset by peer
200.188.36.195,True,1-2BR0JZZ_LSW1_S124FPTF24000559_PUE login:,
119.186.130.134,False,,TimeoutError
36.239.92.238,True,tc login:,
62.173.40.206,True,Username:,
185.8.233.160,True,(none) login:,
218.207.99.239,True,Password:,
165.12.76.144,False,,TimeoutError
59.74.163.1,False,,ERR:[Errno 104] Connection reset by peer
60.174.234.251,True,Username:,
147.127.173.26,False,,TimeoutError
223.107.172.198,True,Login:,
218.61.232.74,True,login:,
147.127.178.112,False,,TimeoutError
49.49.192.41,True,username:,
58.214.33.122,True,login: login:,
66.196.225.238,False,,ERR:[Errno 104] Connection reset by peer
34.111.184.54,False,,ERR:[Errno 104] Connection reset by peer
45.228.18.213,True,Login: Password:,
59.48.245.2,True,Username:,
80.88.214.77,False,,ERR:[Errno 104] Connection reset by peer
82.103.89.66,False,,ERR:[Errno 104] Connection reset by peer
67.158.75.120,False,,ERR:[Errno 104] Connection reset by peer
74.114.248.241,False,,ERR:[Errno 104] Connection reset by peer
80.58.150.134,False,,
84.247.241.26,False,,ConnectionRefusedError
83.238.169.134,False,,
79.140.224.173,False,,
74.114.249.174,False,,ERR:[Errno 104] Connection reset by peer
78.135.24.96,False,,ERR:[Errno 104] Connection reset by peer
88.119.214.137,False,,
61.163.112.102,False,,ERR:[Errno 104] Connection reset by peer
60.15.227.30,True,Username:,
85.111.17.137,False,,ERR:[Errno 104] Connection reset by peer
89.171.165.122,True,Username:,
61.51.116.146,True,Username:,
43.228.130.39,True,Login:,
91.225.244.209,False,,ERR:[Errno 104] Connection reset by peer
211.193.160.164,False,,
211.16.76.61,True,Password:,
166.104.113.16,False,,TimeoutError
84.36.24.25,True,Password:,
88.119.215.10,True,kerup_leliju34_Gintaras_Stanaitis login:,
39.61.156.146,True,username:,
91.157.185.123,True,VMG3927-B50A login:,
92.42.208.97,False,,ERR:[Errno 104] Connection reset by peer
166.104.199.19,False,,TimeoutError
88.132.214.201,True,Login:,
90.176.14.4,False,,ERR:[Errno 104] Connection reset by peer
95.140.141.221,False,,ERR:[Errno 104] Connection reset by peer
152.4.146.240,False,,TimeoutError
95.140.118.117,False,,ERR:[Errno 104] Connection reset by peer
166.104.219.71,False,,TimeoutError
152.4.150.66,False,,TimeoutError
166.104.228.58,False,,TimeoutError
166.104.240.175,False,,TimeoutError
166.104.245.39,False,,TimeoutError
166.104.25.65,False,,TimeoutError
95.86.101.211,False,,
95.86.106.76,False,,
95.86.121.253,False,,
95.86.77.180,False,,
94.191.187.202,True,Bjrnerd login:,
95.86.94.104,False,,
193.110.73.206,True,Login: [K,
45.251.14.40,True,login:,
27.128.201.4,True,Username:,
85.122.92.202,True,Login:,
63.119.226.253,True,login: login:,
95.40.9.56,True,login: Login incorrect,
64.39.166.134,False,,ERR:[Errno 104] Connection reset by peer
61.247.115.143,True,The#-106Dong1.2-SYS1 login:,
61.181.45.2,True,Password:,
191.61.109.16,False,,ERR:[Errno 104] Connection reset by peer
191.61.206.83,False,,ERR:[Errno 104] Connection reset by peer
191.61.91.85,False,,ERR:[Errno 104] Connection reset by peer
191.61.24.210,False,,ERR:[Errno 104] Connection reset by peer
191.61.39.46,False,,ERR:[Errno 104] Connection reset by peer
191.61.8.142,False,,ERR:[Errno 104] Connection reset by peer
147.127.144.239,False,,TimeoutError
147.127.165.47,False,,TimeoutError
31.33.136.43,False,,ERR:[Errno 104] Connection reset by peer
92.100.37.204,True,Login: [K,
94.102.23.177,True,Login: [K,
202.121.106.26,False,,ERR:[Errno 104] Connection reset by peer
37.16.29.110,False,,ERR:[Errno 104] Connection reset by peer
184.95.69.242,False,,TimeoutError
184.95.82.248,False,,TimeoutError
185.112.37.56,False,,TimeoutError
185.147.56.248,False,,TimeoutError
87.90.84.214,False,,ERR:[Errno 104] Connection reset by peer
66.51.120.149,False,,ERR:[Errno 104] Connection reset by peer
193.235.216.217,False,,TimeoutError
194.49.28.19,False,,TimeoutError
195.113.252.100,False,,TimeoutError
195.211.79.118,False,,TimeoutError
193.46.29.55,False,,TimeoutError
193.233.63.190,False,,TimeoutError
190.211.185.87,False,,TimeoutError
203.227.10.135,False,,TimeoutError
190.131.251.14,False,,TimeoutError
190.24.158.117,False,,TimeoutError
212.3.212.22,False,,TimeoutError
212.3.214.217,False,,TimeoutError
182.45.74.15,False,,TimeoutError
212.31.22.253,False,,TimeoutError
192.186.47.132,False,,TimeoutError
192.186.22.180,False,,TimeoutError
212.70.210.100,False,,TimeoutError
212.31.23.68,False,,TimeoutError
205.234.87.189,False,,TimeoutError
212.93.119.231,False,,TimeoutError
200.169.29.52,False,,TimeoutError
202.82.42.141,False,,TimeoutError
211.179.50.191,False,,TimeoutError
210.69.129.145,False,,TimeoutError
211.227.240.68,False,,TimeoutError
37.130.222.1,False,,TimeoutError
223.95.33.150,False,,TimeoutError
38.181.174.157,False,,TimeoutError
38.181.233.32,False,,TimeoutError
38.249.148.217,False,,TimeoutError
38.249.250.110,False,,TimeoutError
38.249.223.34,False,,TimeoutError
38.249.64.28,False,,TimeoutError
39.96.252.93,False,,TimeoutError
43.226.156.191,False,,TimeoutError
51.68.227.195,False,,TimeoutError
57.128.241.32,False,,TimeoutError
196.30.27.169,False,,TimeoutError
50.116.191.95,False,,TimeoutError
58.220.41.68,False,,TimeoutError
63.170.23.92,False,,TimeoutError
82.163.195.176,False,,TimeoutError
69.162.1.247,False,,TimeoutError
69.162.13.63,False,,TimeoutError
83.243.50.108,False,,TimeoutError
75.140.200.203,False,,TimeoutError
83.66.183.159,False,,TimeoutError
89.107.94.164,False,,TimeoutError
81.149.113.139,False,,TimeoutError
89.190.99.55,False,,TimeoutError
91.229.245.201,False,,TimeoutError
61.166.110.137,False,,TimeoutError
93.114.179.171,False,,TimeoutError
99.83.160.13,False,,TimeoutError
99.83.227.5,False,,TimeoutError
93.62.230.139,False,,TimeoutError
96.126.179.19,False,,TimeoutError
43.226.46.50,False,,TimeoutError
222.223.246.156,False,,TimeoutError
130.211.43.171,False,,
109.144.73.185,True,Password:,
136.243.27.29,False,,
137.66.18.105,False,,ERR:[Errno 104] Connection reset by peer
129.85.28.66,False,,ERR:[Errno 104] Connection reset by peer
129.85.161.164,False,,ERR:[Errno 104] Connection reset by peer
129.85.103.166,False,,ERR:[Errno 104] Connection reset by peer
101.78.11.241,False,,ConnectionRefusedError
129.85.185.73,False,,ERR:[Errno 104] Connection reset by peer
122.15.246.121,False,,ConnectionRefusedError
129.85.177.119,False,,ERR:[Errno 104] Connection reset by peer
129.85.229.168,False,,ERR:[Errno 104] Connection reset by peer
129.85.164.98,False,,ERR:[Errno 104] Connection reset by peer
129.85.52.101,False,,ERR:[Errno 104] Connection reset by peer
102.90.16.86,False,,ERR:[Errno 104] Connection reset by peer
124.220.203.202,False,,
103.193.145.158,False,,
122.185.101.254,False,,ERR:[Errno 104] Connection reset by peer
138.186.179.140,True,"IMPORTPLASTIC, C.A. login:",
123.1.233.158,False,,
131.100.70.217,False,,
111.26.94.49,True,Username:,
113.179.227.229,False,,ERR:[Errno 104] Connection reset by peer
102.68.58.34,False,,ERR:[Errno 104] Connection reset by peer
107.163.38.49,False,,ERR:[Errno 104] Connection reset by peer
102.132.65.92,False,,ERR:[Errno 104] Connection reset by peer
118.18.165.100,False,,
112.27.13.150,True,Username:,
118.10.59.94,False,,
119.82.110.202,True,RUTX10 login:,
119.206.246.185,False,,ERR:[Errno 104] Connection reset by peer
147.189.41.73,False,,ERR:[Errno 104] Connection reset by peer
118.201.222.33,True,login:,
109.228.87.47,True,Login:,
103.230.220.103,True,ZLM30 login:,
146.103.91.35,False,,ERR:[Errno 104] Connection reset by peer
14.249.20.95,False,,
142.202.210.52,True,Login: Password:,
103.191.208.33,True,idrac-978CT12 login:,
14.53.29.174,False,,ERR:[Errno 104] Connection reset by peer
139.170.220.161,False,,ERR:[Errno 104] Connection reset by peer
118.243.95.115,True,C001 login:,
103.141.245.250,True,Login: Password:,
103.15.149.20,True,Login: Password:,
154.49.170.92,False,,ERR:[Errno 104] Connection reset by peer
117.157.34.72,True,Login:,
147.47.152.172,False,,ERR:[Errno 104] Connection reset by peer
147.46.54.159,False,,ERR:[Errno 104] Connection reset by peer
147.46.40.222,False,,ERR:[Errno 104] Connection reset by peer
147.46.145.88,False,,ERR:[Errno 104] Connection reset by peer
147.47.159.17,False,,ERR:[Errno 104] Connection reset by peer
147.47.76.197,False,,ERR:[Errno 104] Connection reset by peer
147.46.83.163,False,,ERR:[Errno 104] Connection reset by peer
154.239.6.225,True,Password:,
147.46.226.243,False,,ERR:[Errno 104] Connection reset by peer
159.108.213.207,False,,ERR:[Errno 104] Connection reset by peer
159.108.226.243,False,,ERR:[Errno 104] Connection reset by peer
164.132.184.74,False,,ERR:[Errno 104] Connection reset by peer
152.243.236.145,False,,
149.3.58.205,True,tc login: tc login:,
161.10.244.143,False,,ERR:[Errno 104] Connection reset by peer
125.72.148.122,True,Username:,
160.237.104.147,False,,
165.12.153.101,False,,ERR:[Errno 104] Connection reset by peer
165.232.65.108,False,,
165.12.197.202,False,,ERR:[Errno 104] Connection reset by peer
165.12.198.132,False,,ERR:[Errno 104] Connection reset by peer
160.191.124.205,True,Username:,
165.12.227.120,False,,ERR:[Errno 104] Connection reset by peer
165.90.60.122,False,,
109.248.57.31,True,[KLogin: [K,
113.204.73.74,True,Password:,
137.66.55.164,False,,ERR:[Errno 104] Connection reset by peer
168.119.3.93,False,,
103.152.194.117,False,,
170.176.152.131,False,,ERR:[Errno 104] Connection reset by peer
137.66.52.74,False,,ERR:[Errno 104] Connection reset by peer
172.65.100.175,False,,ERR:[Errno 104] Connection reset by peer
172.65.133.182,False,,ERR:[Errno 104] Connection reset by peer
172.65.152.158,False,,ERR:[Errno 104] Connection reset by peer
172.65.249.144,False,,ERR:[Errno 104] Connection reset by peer
172.65.39.18,False,,ERR:[Errno 104] Connection reset by peer
137.66.9.245,False,,ERR:[Errno 104] Connection reset by peer
172.86.146.163,False,,ERR:[Errno 104] Connection reset by peer
172.86.148.81,False,,ERR:[Errno 104] Connection reset by peer
168.181.69.237,False,,ERR:[Errno 104] Connection reset by peer
174.35.120.237,False,,ERR:[Errno 104] Connection reset by peer
149.248.223.75,False,,ERR:[Errno 104] Connection reset by peer
176.241.245.32,False,,
176.211.232.166,False,,
173.164.84.114,True,login as: 's password:,
168.119.3.107,False,,
171.6.156.114,True,Login:,
177.54.228.235,False,,ERR:[Errno 104] Connection reset by peer
177.73.69.251,False,,ERR:[Errno 104] Connection reset by peer
163.18.110.148,False,,ERR:[Errno 104] Connection reset by peer
163.18.19.159,False,,ERR:[Errno 104] Connection reset by peer
163.18.111.216,False,,ERR:[Errno 104] Connection reset by peer
178.205.236.202,True,Username:,
177.83.150.243,False,,ERR:[Errno 104] Connection reset by peer
179.157.243.14,False,,ERR:[Errno 104] Connection reset by peer
1.174.104.31,False,,timeout
105.199.8.253,False,,timeout
110.77.250.176,False,,timeout
115.229.210.182,False,,timeout
128.82.187.130,False,,timeout
134.28.132.232,False,,timeout
134.28.116.132,False,,timeout
134.28.151.87,False,,timeout
134.28.115.161,False,,timeout
134.28.230.123,False,,timeout
134.28.92.119,False,,timeout
134.28.90.47,False,,timeout
134.28.213.237,False,,timeout
134.28.167.219,False,,timeout
134.28.90.134,False,,timeout
134.28.98.177,False,,timeout
134.28.63.42,False,,timeout
109.235.160.239,False,,timeout
134.220.46.192,False,,timeout
134.220.226.70,False,,timeout
134.220.135.201,False,,timeout
134.220.168.177,False,,timeout
134.220.198.24,False,,timeout
134.220.37.168,False,,timeout
134.220.197.215,False,,timeout
134.220.2.118,False,,timeout
188.134.239.144,True,Username:,
185.65.249.110,False,,
108.167.236.159,False,,timeout
131.118.86.220,False,,timeout
179.190.237.153,True,PX3321-T1 login:,
182.239.82.69,False,,ERR:[Errno 104] Connection reset by peer
107.148.185.158,False,,timeout
179.147.242.81,True,(none) login:,
103.159.219.146,False,,timeout
179.190.238.27,True,PX3321-T1 login:,
137.132.216.30,False,,timeout
103.45.181.104,False,,timeout
137.132.130.222,False,,timeout
137.132.230.251,False,,timeout
137.132.253.29,False,,timeout
137.132.28.175,False,,timeout
117.6.192.164,False,,timeout
102.36.174.246,False,,timeout
194.187.57.141,False,,ERR:[Errno 104] Connection reset by peer
102.71.41.197,False,,timeout
102.71.253.136,False,,timeout
102.71.226.89,False,,timeout
102.71.186.76,False,,timeout
102.71.177.243,False,,timeout
102.71.97.223,False,,timeout
120.119.32.239,False,,timeout
107.163.30.157,False,,timeout
110.49.71.173,False,,timeout
102.70.178.65,False,,timeout
120.119.103.196,False,,timeout
102.70.171.26,False,,timeout
102.70.120.37,False,,timeout
102.71.95.132,False,,timeout
119.186.130.134,False,,timeout
183.82.8.9,False,,ERR:[Errno 104] Connection reset by peer
183.167.232.174,True,Password:,
141.219.203.216,False,,timeout
142.111.187.219,False,,timeout
141.219.107.24,False,,timeout
147.127.165.47,False,,timeout
147.127.144.239,False,,timeout
147.127.173.26,False,,timeout
207.237.42.164,False,,ConnectionRefusedError
187.106.179.83,False,,ERR:[Errno 104] Connection reset by peer
147.127.203.113,False,,timeout
147.127.178.112,False,,timeout
194.54.163.37,True,Router_Asus login: Router_Asus login:,
140.114.181.254,False,,timeout
195.43.142.148,True,Login: Password:,
147.127.234.213,False,,timeout
144.123.23.148,False,,timeout
147.127.29.244,False,,timeout
190.138.62.242,False,,ERR:[Errno 104] Connection reset by peer
202.21.115.6,True,"Password required, but none set",
163.18.20.136,False,,ERR:[Errno 104] Connection reset by peer
185.236.109.79,True,Login:,
206.214.34.236,False,,ERR:[Errno 104] Connection reset by peer
212.75.166.4,False,,ERR:[Errno 104] Connection reset by peer
202.148.28.14,False,,
212.76.103.160,False,,
188.235.155.251,True,Login:,
115.196.28.162,False,,timeout
190.95.10.180,True,Password:,
187.61.195.211,True,PX3321-T1 login:,
212.76.106.70,False,,
217.170.219.17,False,,ERR:[Errno 104] Connection reset by peer
196.216.10.227,True,Password:,
149.152.51.156,False,,timeout
213.188.196.114,False,,ERR:[Errno 104] Connection reset by peer
206.214.35.81,True,Username:,
213.178.235.81,True,Username:,
34.102.219.201,False,,ERR:[Errno 104] Connection reset by peer
151.102.204.15,False,,timeout
191.195.111.149,True,(none) login:,
34.110.232.226,False,,
151.102.54.114,False,,timeout
209.131.252.152,True,JiaSong login:,
34.110.245.66,False,,
34.111.184.54,False,,ERR:[Errno 104] Connection reset by peer
212.38.240.206,False,,
34.120.178.212,False,,
152.4.146.240,False,,timeout
152.4.150.66,False,,timeout
183.162.202.39,True,login:,
34.117.232.119,False,,ERR:[Errno 104] Connection reset by peer
34.13.115.162,False,,
34.117.247.214,False,,ERR:[Errno 104] Connection reset by peer
213.6.86.138,True,NM003_HI3536C_036C login:,
34.144.225.160,False,,ERR:[Errno 104] Connection reset by peer
34.120.219.2,False,,ERR:[Errno 104] Connection reset by peer
34.149.115.52,False,,
34.149.37.61,False,,
34.160.152.58,False,,ERR:[Errno 104] Connection reset by peer
34.149.52.138,False,,ERR:[Errno 104] Connection reset by peer
34.160.181.177,False,,ERR:[Errno 104] Connection reset by peer
31.44.141.148,False,,
34.36.167.106,False,,
34.36.210.162,False,,
34.36.248.4,False,,ERR:[Errno 104] Connection reset by peer
34.36.5.212,False,,
34.36.82.212,False,,
34.36.91.212,False,,ERR:[Errno 104] Connection reset by peer
31.25.137.203,False,,
211.16.76.61,False,,ConnectionRefusedError
34.43.102.117,False,,
34.43.152.105,False,,
34.43.25.10,False,,
34.43.157.6,False,,ERR:[Errno 104] Connection reset by peer
34.49.66.86,False,,ERR:[Errno 104] Connection reset by peer
34.43.254.77,False,,ERR:[Errno 104] Connection reset by peer
34.43.78.45,False,,
34.54.27.195,False,,
34.8.126.7,False,,ERR:[Errno 104] Connection reset by peer
34.8.175.165,False,,
34.49.42.20,False,,ERR:[Errno 104] Connection reset by peer
34.8.222.182,False,,
35.186.253.26,False,,ERR:[Errno 104] Connection reset by peer
34.98.83.4,False,,ERR:[Errno 104] Connection reset by peer
35.201.61.106,False,,
35.227.199.159,False,,
34.54.163.36,False,,ERR:[Errno 104] Connection reset by peer
35.244.131.148,False,,ERR:[Errno 104] Connection reset by peer
35.241.22.207,False,,ERR:[Errno 104] Connection reset by peer
34.49.122.194,False,,ERR:[Errno 104] Connection reset by peer
34.49.101.219,False,,ERR:[Errno 104] Connection reset by peer
34.54.151.35,False,,ERR:[Errno 104] Connection reset by peer
34.95.83.145,False,,ERR:[Errno 104] Connection reset by peer
34.49.149.62,False,,ERR:[Errno 104] Connection reset by peer
34.95.99.163,False,,ERR:[Errno 104] Connection reset by peer
34.43.12.209,False,,ERR:[Errno 104] Connection reset by peer
158.190.195.201,False,,timeout
200.146.214.130,True,Username:,
37.17.38.1,True,UserName:,
216.47.36.6,False,,ERR:[Errno 104] Connection reset by peer
216.184.44.7,True,Login: Password:,
16.63.167.22,False,,timeout
37.8.250.222,False,,ERR:[Errno 104] Connection reset by peer
154.53.36.25,False,,
222.127.137.225,True,Username:,
14.160.32.121,False,,timeout
201.251.37.202,True,Login: Password:,
165.12.198.1,False,,timeout
43.175.228.228,False,,
43.175.235.48,False,,
37.232.104.62,True,tc login: tc login:,
43.175.249.149,False,,
137.132.38.11,False,,timeout
43.175.250.172,False,,
180.200.115.34,False,,
161.238.236.93,False,,timeout
102.71.62.125,False,,timeout
102.71.21.10,False,,timeout
45.250.153.181,False,,ERR:[Errno 104] Connection reset by peer
49.238.237.195,False,,ERR:[Errno 104] Connection reset by peer
36.93.78.110,False,,ERR:[Errno 104] Connection reset by peer
27.32.252.57,False,,ERR:[Errno 104] Connection reset by peer
219.88.69.232,False,,ERR:[Errno 104] Connection reset by peer
5.196.119.130,False,,ERR:[Errno 104] Connection reset by peer
5.16.92.160,False,,ERR:[Errno 104] Connection reset by peer
46.164.251.131,False,,ERR:[Errno 104] Connection reset by peer
200.188.36.195,True,1-2BR0JZZ_LSW1_S124FPTF24000559_PUE login:,
41.65.119.65,True,Username:,
38.181.174.157,False,,ERR:[Errno 104] Connection reset by peer
165.12.42.161,False,,timeout
38.249.154.134,False,,ERR:[Errno 104] Connection reset by peer
38.249.154.181,False,,ERR:[Errno 104] Connection reset by peer
165.12.76.144,False,,timeout
5.2.39.130,False,,ERR:[Errno 104] Connection reset by peer
38.249.80.180,False,,ERR:[Errno 104] Connection reset by peer
218.207.99.239,True,Password:,
223.107.172.198,True,Login:,
62.110.40.232,False,,ERR:[Errno 104] Connection reset by peer
34.111.18.170,False,,
201.103.196.63,True,Login: Password:,
60.174.234.251,True,Username:,
27.128.201.4,True,Username:,
59.48.245.2,True,Username:,
176.170.186.91,False,,ERR:[Errno 104] Connection reset by peer
64.137.111.15,False,,ERR:[Errno 104] Connection reset by peer
62.162.24.238,True,Username:,
59.74.163.1,False,,ERR:[Errno 104] Connection reset by peer
166.104.113.16,False,,timeout
58.214.33.122,True,login: login:,
166.104.199.19,False,,timeout
61.163.112.102,False,,ERR:[Errno 104] Connection reset by peer
60.15.227.30,True,Username:,
211.193.160.164,False,,
166.104.245.39,False,,timeout
166.104.25.65,False,,timeout
62.173.40.206,True,Username:,
166.104.219.71,False,,timeout
166.104.228.58,False,,timeout
166.104.240.175,False,,timeout
80.88.214.77,False,,ERR:[Errno 104] Connection reset by peer
43.228.130.39,True,Login:,
185.8.233.160,True,(none) login:,
67.158.75.120,False,,ERR:[Errno 104] Connection reset by peer
74.114.248.241,False,,ERR:[Errno 104] Connection reset by peer
80.58.150.134,False,,
66.196.225.238,False,,ERR:[Errno 104] Connection reset by peer
193.110.73.206,True,Login: [K,
82.103.89.66,False,,
79.140.224.173,False,,ERR:[Errno 104] Connection reset by peer
61.51.116.146,True,Username:,
64.39.166.134,False,,ERR:[Errno 104] Connection reset by peer
78.135.24.96,False,,ERR:[Errno 104] Connection reset by peer
74.114.249.174,False,,ERR:[Errno 104] Connection reset by peer
83.238.169.134,True,Username:,
84.247.241.26,True,Password:,
89.171.165.122,True,Username:,
88.119.214.137,False,,ERR:[Errno 104] Connection reset by peer
102.71.200.4,False,,timeout
85.111.17.137,False,,ERR:[Errno 104] Connection reset by peer
91.157.185.123,True,VMG3927-B50A login:,
91.225.244.209,False,,ERR:[Errno 104] Connection reset by peer
84.36.24.25,True,Password:,
92.42.208.97,False,,
88.132.214.201,True,Login:,
88.119.215.10,True,kerup_leliju34_Gintaras_Stanaitis login:,
95.140.141.221,False,,ERR:[Errno 104] Connection reset by peer
45.251.14.40,True,login:,
94.191.187.202,True,Bjrnerd login:,
95.86.101.211,False,,
95.86.106.76,False,,
85.122.92.202,True,Login:,
95.86.121.253,False,,
95.86.77.180,False,,
63.119.226.253,True,login: login:,
95.86.94.104,False,,
61.181.45.2,True,Password:,
61.247.115.143,True,The#-106Dong1.2-SYS1 login:,
191.61.24.210,False,,ERR:[Errno 104] Connection reset by peer
191.61.109.16,False,,ERR:[Errno 104] Connection reset by peer
191.61.206.83,False,,ERR:[Errno 104] Connection reset by peer
95.140.118.117,False,,ConnectionRefusedError
191.61.39.46,False,,ERR:[Errno 104] Connection reset by peer
191.61.8.142,False,,ERR:[Errno 104] Connection reset by peer
191.61.91.85,False,,ERR:[Errno 104] Connection reset by peer
92.100.37.204,True,Login: [K,
178.205.224.9,False,,timeout
